DATE,LOCATION,PRECIPITATION,RADIATION,WIND_DIRECTION,WIND_SPEED,TEMPERATURE
12/14/2022 1:00,Osaka,0,0,WSW,5.1,12
12/14/2022 1:00,Tokyo,0,0,NNE,0.6,6.4
12/14/2022 20:00,Osaka,0,0,W,4,5
12/14/2022 20:00,Tokyo,0,0,NW,2.5,7.5
12/14/2022 21:00,Osaka,0,0,W,3.1,4.4
12/14/2022 21:00,Tokyo,0,0,NNW,2.5,6.6
12/14/2022 22:00,Osaka,0,0,W,3.2,4
12/14/2022 22:00,Tokyo,0,0,N,2.7,5.7
12/14/2022 23:00,Osaka,0,0,W,3.3,3.7
12/14/2022 23:00,Tokyo,0,0,NNW,1.4,5.5
12/14/2022 2:00,Osaka,0,0,SW,4.8,11.8
12/14/2022 2:00,Tokyo,0,0,W,1.2,7.4
12/14/2022 3:00,Osaka,0,0,SW,4.6,11.9
12/14/2022 3:00,Tokyo,0,0,SSW,3,8.3
12/14/2022 4:00,Osaka,0,0,WSW,3.3,12
12/14/2022 4:00,Tokyo,0,0,SSW,3.4,7.4
12/14/2022 5:00,Osaka,0,0,W,3.4,11.5
12/14/2022 5:00,Tokyo,0,0,SSW,3.3,7.1
12/14/2022 6:00,Osaka,0,0,W,4.6,11.1
12/14/2022 6:00,Tokyo,0,0,S,3.5,7.5
12/14/2022 7:00,Osaka,0,0,W,4.8,10.4
12/14/2022 7:00,Tokyo,0,0.01,S,3.5,8.6
12/14/2022 8:00,Osaka,0,0.09,WNW,4.6,9.9
12/14/2022 8:00,Tokyo,0,0.31,SSW,2.7,9.5
12/14/2022 9:00,Osaka,0,0.46,W,5,10.1
12/14/2022 9:00,Tokyo,0,0.95,SSW,3,11.7
12/15/2022 0:00,Osaka,0,0,W,3.4,3.8
12/15/2022 0:00,Tokyo,0,0,NW,2.7,4.9
12/15/2022 10:00,Osaka,0,1.39,W,4,7.2
12/15/2022 10:00,Tokyo,0,1.42,WNW,2.1,8.1
12/15/2022 11:00,Osaka,0,1.8,WSW,3,7.9
12/15/2022 11:00,Tokyo,0,1.8,N,1.9,10.1
12/15/2022 12:00,Osaka,0,1.98,W,3.8,8.5
12/15/2022 12:00,Tokyo,0,1.92,S,1.9,11.4
12/15/2022 13:00,Osaka,0,1.56,WSW,4,7.7
12/15/2022 13:00,Tokyo,0,1.84,W,1.7,11.8
12/15/2022 14:00,Osaka,0,0.78,WSW,2.9,7.9
12/15/2022 14:00,Tokyo,0,1.54,WNW,1.6,11.2
12/15/2022 15:00,Osaka,0,0.37,SW,1,8
12/15/2022 15:00,Tokyo,0,1.04,SSW,1.2,10.5
12/15/2022 16:00,Osaka,0,0.54,WSW,1.8,8
12/15/2022 16:00,Tokyo,0,0.45,S,2.7,9.3
12/15/2022 17:00,Osaka,0,0.12,SSE,0.7,7.8
12/15/2022 17:00,Tokyo,0,0.03,SSW,1.4,7.3
12/15/2022 18:00,Osaka,0,0,NNW,0.7,7.4
12/15/2022 18:00,Tokyo,0,0,S,1.6,6.6
12/15/2022 19:00,Osaka,0,0,WNW,1.6,7.5
12/15/2022 19:00,Tokyo,0,0,W,1.4,7.1
12/15/2022 1:00,Osaka,0,0,W,4.2,3.6
12/15/2022 1:00,Tokyo,0,0,NNW,2.6,4.9
12/15/2022 20:00,Osaka,0,0,WSW,2.7,7.1
12/15/2022 20:00,Tokyo,0,0,NW,1.4,8.2
12/15/2022 21:00,Osaka,0,0,W,2.7,6.6
12/15/2022 21:00,Tokyo,0,0,NW,2.2,8
12/15/2022 22:00,Osaka,0,0,W,2.2,6.1
12/15/2022 22:00,Tokyo,0,0,NW,2.3,6.3
12/15/2022 23:00,Osaka,0,0,WNW,2.4,6
12/15/2022 23:00,Tokyo,0,0,NW,2.3,5.7
12/15/2022 2:00,Osaka,0,0,W,2.8,3.9
12/15/2022 2:00,Tokyo,0,0,NW,2.8,4.2
12/15/2022 3:00,Osaka,0,0,NW,1.1,3.9
12/15/2022 3:00,Tokyo,0,0,NW,3.4,4.4
12/15/2022 4:00,Osaka,0,0,E,0.7,3.8
12/15/2022 4:00,Tokyo,0,0,W,2.2,3.3
12/15/2022 5:00,Osaka,0,0,W,3,4.2
12/15/2022 5:00,Tokyo,0,0,WNW,2.4,3.8
12/15/2022 6:00,Osaka,0,0,W,3.1,4.1
12/15/2022 6:00,Tokyo,0,0,NW,2.5,4.2
12/15/2022 7:00,Osaka,0,0,WSW,3.9,4.2
12/15/2022 7:00,Tokyo,0,0.01,NW,2.8,4.6
12/15/2022 8:00,Osaka,0,0.23,WSW,3.3,4.8
12/15/2022 8:00,Tokyo,0,0.2,NW,2.4,5.6
12/15/2022 9:00,Osaka,0,0.83,W,3.9,6.5
12/15/2022 9:00,Tokyo,0,0.64,NW,3.5,6.5
12/16/2022 0:00,Osaka,0,0,WNW,1.7,5.8
12/16/2022 0:00,Tokyo,0,0,NW,2.3,5.2
12/16/2022 10:00,Osaka,0,1.28,SW,3.4,10.2
12/16/2022 10:00,Tokyo,0,1.42,SSW,2.7,10.9
12/16/2022 11:00,Osaka,0,1.72,SW,4.2,10.5
12/16/2022 11:00,Tokyo,0,1.75,SE,1.3,11.6
12/16/2022 12:00,Osaka,0,1.87,WSW,3.8,10.1
12/16/2022 12:00,Tokyo,0,1.89,NNE,2.5,12.5
12/16/2022 13:00,Osaka,0,1.01,SW,4.4,10.7
12/16/2022 13:00,Tokyo,0,1.78,NNE,1.5,13.2
12/16/2022 14:00,Osaka,0,1.5,W,2.4,12
12/16/2022 14:00,Tokyo,0,1.46,NNE,2,13.5
12/16/2022 15:00,Osaka,0,1.08,NNW,2.1,11.5
12/16/2022 15:00,Tokyo,0,0.98,NNE,1.2,12.9
12/16/2022 16:00,Osaka,0,0.46,NNW,2,11
12/16/2022 16:00,Tokyo,0,0.43,NNW,1.4,11.1
12/16/2022 17:00,Osaka,0,0.07,N,2.6,10.2
12/16/2022 17:00,Tokyo,0,0.03,NW,1.9,11.3
12/16/2022 18:00,Osaka,0,0,NNE,2.4,8.7
12/16/2022 18:00,Tokyo,0,0,NW,2,10.5
12/16/2022 19:00,Osaka,0,0,NNE,1.8,8
12/16/2022 19:00,Tokyo,0,0,NNW,2.2,9.6
12/16/2022 1:00,Osaka,0,0,SE,1.5,5.8
12/16/2022 1:00,Tokyo,0,0,NW,2.6,5.2
12/16/2022 20:00,Osaka,0,0,NNE,1.9,7.3
12/16/2022 20:00,Tokyo,0,0,N,1.9,8.7
12/16/2022 21:00,Osaka,0,0,ENE,1,6.7
12/16/2022 21:00,Tokyo,0,0,NW,2.4,7.9
12/16/2022 22:00,Osaka,0,0,NE,1.3,6.7
12/16/2022 22:00,Tokyo,0,0,NW,2.4,7.2
12/16/2022 23:00,Osaka,0,0,ENE,0.7,6.5
12/16/2022 23:00,Tokyo,0,0,NW,2.5,7.1
12/16/2022 2:00,Osaka,0,0,WNW,1.2,6
12/16/2022 2:00,Tokyo,0,0,N,1.4,4.6
12/16/2022 3:00,Osaka,0,0,SW,1,6.3
12/16/2022 3:00,Tokyo,0,0,NNW,0.9,4.2
12/16/2022 4:00,Osaka,0,0,WSW,2.1,6.7
12/16/2022 4:00,Tokyo,0,0,NW,1.3,3.9
12/16/2022 5:00,Osaka,0,0,E,1,4.5
12/16/2022 5:00,Tokyo,0,0,WSW,1.2,3.3
12/16/2022 6:00,Osaka,0,0,NE,0.4,4.2
12/16/2022 6:00,Tokyo,0,0,SSW,0.7,2.9
12/16/2022 7:00,Osaka,0,0,SSE,1,4.5
12/16/2022 7:00,Tokyo,0,0.01,SSW,1.5,3.9
12/16/2022 8:00,Osaka,0,0.08,SSW,0.7,5
12/16/2022 8:00,Tokyo,0,0.31,ESE,0.6,6.3
12/16/2022 9:00,Osaka,0,0.59,E,0.7,6.6
12/16/2022 9:00,Tokyo,0,0.91,NNE,1.2,8.4
12/17/2022 0:00,Osaka,0,0,SW,0.5,6.7
12/17/2022 0:00,Tokyo,0,0,NNW,2.3,7.1
12/17/2022 10:00,Osaka,0,0.26,NNE,0.5,6
12/17/2022 10:00,Tokyo,0,0.78,NNW,1.5,7.4
12/17/2022 11:00,Osaka,0,0.23,tranquility,0,6.5
12/17/2022 11:00,Tokyo,0,0.88,NNW,1.4,8.6
12/17/2022 12:00,Osaka,0,0.29,tranquility,0.2,6.9
12/17/2022 12:00,Tokyo,0,1.08,WNW,1.8,8.4
12/17/2022 13:00,Osaka,0.5,0.24,SSE,0.6,6.9
12/17/2022 13:00,Tokyo,0,0.5,NW,1.9,8.2
12/17/2022 14:00,Osaka,0.5,0.13,SW,0.5,7.1
12/17/2022 14:00,Tokyo,0,0.46,NNE,1.6,8
12/17/2022 15:00,Osaka,1,0.07,N,1.9,6.2
12/17/2022 15:00,Tokyo,0,0.18,WNW,0.8,7.4
12/17/2022 16:00,Osaka,1,0.06,N,2.3,5.7
12/17/2022 16:00,Tokyo,0,0.08,NNE,1.4,7.4
12/17/2022 17:00,Osaka,1,0.01,NE,1.1,5.4
12/17/2022 17:00,Tokyo,0,0.01,NNE,2.2,7.8
12/17/2022 18:00,Osaka,1,0,ENE,0.4,5.3
12/17/2022 18:00,Tokyo,0,0,NNW,2.5,7
12/17/2022 19:00,Osaka,1,0,SSW,0.8,6
12/17/2022 19:00,Tokyo,0,0,NW,2.4,6.6
12/17/2022 1:00,Osaka,0,0,NE,0.3,6.1
12/17/2022 1:00,Tokyo,0,0,NNE,1.6,6.4
12/17/2022 20:00,Osaka,0.5,0,SSE,0.9,5.6
12/17/2022 20:00,Tokyo,0,0,NW,1.9,6.6
12/17/2022 21:00,Osaka,0,0,NNE,0.9,5.7
12/17/2022 21:00,Tokyo,0,0,NNW,1.5,5.3
12/17/2022 22:00,Osaka,0,0,N,1.8,5.4
12/17/2022 22:00,Tokyo,1,0,N,1,4.7
12/17/2022 23:00,Osaka,0,0,NW,0.8,5.8
12/17/2022 23:00,Tokyo,1.5,0,NW,0.6,4.8
12/17/2022 2:00,Osaka,0,0,NNE,1.9,6
12/17/2022 2:00,Tokyo,0,0,NNW,2.4,6.5
12/17/2022 3:00,Osaka,0,0,ENE,1.8,5.9
12/17/2022 3:00,Tokyo,0,0,NW,2.1,6.4
12/17/2022 4:00,Osaka,0,0,ENE,0.4,5.7
12/17/2022 4:00,Tokyo,0,0,NNW,1.6,7
12/17/2022 5:00,Osaka,0,0,NNE,1.6,5.8
12/17/2022 5:00,Tokyo,0,0,NNW,1.7,6.6
12/17/2022 6:00,Osaka,0,0,NNE,1,5.5
12/17/2022 6:00,Tokyo,0,0,NNE,1.4,6.4
12/17/2022 7:00,Osaka,0,0,NNE,1.5,5.6
12/17/2022 7:00,Tokyo,0,0.01,NNW,2,5.9
12/17/2022 8:00,Osaka,0,0.04,N,2.1,5.5
12/17/2022 8:00,Tokyo,0,0.18,NNE,0.9,6
12/17/2022 9:00,Osaka,0,0.1,NNE,1.4,5.6
12/17/2022 9:00,Tokyo,0,0.56,N,1.5,6.8
12/18/2022 0:00,Osaka,0,0,NW,1.6,5.7
12/18/2022 0:00,Tokyo,1,0,SSW,0.5,4.8
12/18/2022 10:00,Osaka,0,1.42,WSW,5.2,4.8
12/18/2022 10:00,Tokyo,0,1.47,SW,2.1,8
12/18/2022 11:00,Osaka,0,1.85,WSW,5.3,5.4
12/18/2022 11:00,Tokyo,0,1.81,S,2.5,9.1
12/18/2022 12:00,Osaka,0,2.04,WSW,5.8,5.7
12/18/2022 12:00,Tokyo,0,1.8,SSW,2.3,10.1
12/18/2022 13:00,Osaka,0,1.72,W,4.6,4.9
12/18/2022 13:00,Tokyo,0,1.39,NNE,2.9,10.2
12/18/2022 14:00,Osaka,0,1.32,WSW,5.5,5.4
12/18/2022 14:00,Tokyo,0,1.03,NNW,2.6,9.7
12/18/2022 15:00,Osaka,0,1.35,WSW,4.5,5.5
12/18/2022 15:00,Tokyo,0,1.23,NW,3.3,9.2
12/18/2022 16:00,Osaka,0,0.72,WSW,4.2,4.1
12/18/2022 16:00,Tokyo,0,0.52,NW,6.3,8
12/18/2022 17:00,Osaka,0,0.08,W,2.7,3.5
12/18/2022 17:00,Tokyo,0,0.04,NW,5.1,6.8
12/18/2022 18:00,Osaka,0,0,W,4.4,2.9
12/18/2022 18:00,Tokyo,0,0,WNW,3.7,5.8
12/18/2022 19:00,Osaka,0,0,W,3.5,2.7
12/18/2022 19:00,Tokyo,0,0,WNW,5.3,6.1
12/18/2022 1:00,Osaka,0,0,WNW,1.7,5.4
12/18/2022 1:00,Tokyo,1,0,S,1.6,5.5
12/18/2022 20:00,Osaka,0,0,WSW,3.7,2.5
12/18/2022 20:00,Tokyo,0,0,W,3.7,5.4
12/18/2022 21:00,Osaka,0,0,WSW,3.5,2.4
12/18/2022 21:00,Tokyo,0,0,WNW,3.9,4.5
12/18/2022 22:00,Osaka,0,0,WSW,2.6,2.4
12/18/2022 22:00,Tokyo,0,0,W,2.9,4.7
12/18/2022 23:00,Osaka,0,0,WSW,3,2.4
12/18/2022 23:00,Tokyo,0,0,W,2.4,4.3
12/18/2022 2:00,Osaka,0,0,W,3.7,5.4
12/18/2022 2:00,Tokyo,1,0,ENE,1.4,6
12/18/2022 3:00,Osaka,0,0,WSW,2.6,4.8
12/18/2022 3:00,Tokyo,0.5,0,S,3,5.9
12/18/2022 4:00,Osaka,0,0,WNW,4.2,4.5
12/18/2022 4:00,Tokyo,0,0,WNW,2.4,6.2
12/18/2022 5:00,Osaka,0,0,W,2.9,4.1
12/18/2022 5:00,Tokyo,0,0,NNE,1,5.6
12/18/2022 6:00,Osaka,0,0,WNW,1.5,4
12/18/2022 6:00,Tokyo,0,0,WNW,2.2,5.7
12/18/2022 7:00,Osaka,0,0,NW,2,3.6
12/18/2022 7:00,Tokyo,0,0,W,2.6,5.1
12/18/2022 8:00,Osaka,0,0.21,NW,3,3.5
12/18/2022 8:00,Tokyo,0,0.1,WNW,3.1,5.3
12/18/2022 9:00,Osaka,0,0.84,W,3.7,4.2
12/18/2022 9:00,Tokyo,0,0.41,NW,2.4,6.3
12/19/2022 0:00,Osaka,0,0,W,3.8,2.3
12/19/2022 0:00,Tokyo,0,0,SW,2.7,3.4
12/19/2022 10:00,Osaka,0,1.4,W,4.5,4.8
12/19/2022 10:00,Tokyo,0,1.5,S,1.8,7.4
12/19/2022 11:00,Osaka,0,1.84,WSW,5.2,5.7
12/19/2022 11:00,Tokyo,0,1.85,S,1.1,8.1
12/19/2022 12:00,Osaka,0,1.52,WSW,3.3,5.7
12/19/2022 12:00,Tokyo,0,1.99,SSW,1.3,9
12/19/2022 13:00,Osaka,0,2.03,WSW,4.7,6.5
12/19/2022 13:00,Tokyo,0,1.89,S,3.2,9
12/19/2022 14:00,Osaka,0,1.63,WSW,5.2,6.6
12/19/2022 14:00,Tokyo,0,1.58,W,1.9,9.2
12/19/2022 15:00,Osaka,0,0.88,WSW,3.6,5.9
12/19/2022 15:00,Tokyo,0,1.1,WSW,1.2,8.6
12/19/2022 16:00,Osaka,0,0.67,WSW,5.2,5.4
12/19/2022 16:00,Tokyo,0,0.49,WNW,1.3,7.5
12/19/2022 17:00,Osaka,0,0.09,W,3.6,4.9
12/19/2022 17:00,Tokyo,0,0.04,SSW,1.5,5.9
12/19/2022 18:00,Osaka,0,0,W,5.2,4.6
12/19/2022 18:00,Tokyo,0,0,SW,1,6.1
12/19/2022 19:00,Osaka,0,0,WSW,2.5,4.4
12/19/2022 19:00,Tokyo,0,0,WNW,2.8,5.7
12/19/2022 1:00,Osaka,0,0,W,2.4,2.1
12/19/2022 1:00,Tokyo,0,0,SSW,3.5,3.5
12/19/2022 20:00,Osaka,0,0,WSW,4,4
12/19/2022 20:00,Tokyo,0,0,NNE,1,5.4
12/19/2022 21:00,Osaka,0,0,W,3.8,3.8
12/19/2022 21:00,Tokyo,0,0,NNE,1.8,5.3
12/19/2022 22:00,Osaka,0,0,WSW,5.1,3.7
12/19/2022 22:00,Tokyo,0,0,W,1.1,3.5
12/19/2022 23:00,Osaka,0,0,W,3.5,3.6
12/19/2022 23:00,Tokyo,0,0,W,2.3,3.4
12/19/2022 2:00,Osaka,0,0,W,2.9,1.9
12/19/2022 2:00,Tokyo,0,0,SSW,2.3,2.2
12/19/2022 3:00,Osaka,0,0,WSW,2.6,2.2
12/19/2022 3:00,Tokyo,0,0,SW,2.2,1.6
12/19/2022 4:00,Osaka,0,0,SW,1.8,2.1
12/19/2022 4:00,Tokyo,0,0,SW,1.7,0.8
12/19/2022 5:00,Osaka,0,0,WSW,3.1,2
12/19/2022 5:00,Tokyo,0,0,SSW,3.4,0.6
12/19/2022 6:00,Osaka,0,0,SSW,2.1,1.8
12/19/2022 6:00,Tokyo,0,0,SSW,2.8,0.7
12/19/2022 7:00,Osaka,0,0,WSW,2.2,2.1
12/19/2022 7:00,Tokyo,0,0.01,SW,2.8,2
12/19/2022 8:00,Osaka,0,0.19,WSW,4.4,2.8
12/19/2022 8:00,Tokyo,0,0.32,SW,2.2,3.5
12/19/2022 9:00,Osaka,0,0.84,WSW,4.6,4.2
12/19/2022 9:00,Tokyo,0,0.97,SSW,2.7,5.2
12/2/2022 0:00,Osaka,0,0,NNW,2.1,7.9
12/2/2022 0:00,Tokyo,0,0,NNW,2.1,8.6
12/2/2022 10:00,Osaka,0,1.14,NNW,3.4,9.4
12/2/2022 10:00,Tokyo,0,0.52,N,1.8,10
12/2/2022 11:00,Osaka,0,1.64,WNW,3.7,10
12/2/2022 11:00,Tokyo,0,1.19,NNE,2,11.2
12/2/2022 12:00,Osaka,0,1.79,NW,3.8,10.6
12/2/2022 12:00,Tokyo,0,1.39,NNE,3.1,12.7
12/2/2022 13:00,Osaka,0,1.85,NW,3.3,11.1
12/2/2022 13:00,Tokyo,0,1.68,NE,2.2,13
12/2/2022 14:00,Osaka,0,1.48,WNW,2.4,10.9
12/2/2022 14:00,Tokyo,0,0.74,NNE,2.8,11.6
12/2/2022 15:00,Osaka,0,0.56,N,3.1,10.4
12/2/2022 15:00,Tokyo,0,0.52,NE,3.1,11.8
12/2/2022 16:00,Osaka,0,0.25,N,3.7,10.1
12/2/2022 16:00,Tokyo,0,0.18,ENE,2.8,10.8
12/2/2022 17:00,Osaka,0,0.05,NNW,2.3,9.5
12/2/2022 17:00,Tokyo,0,0.02,E,3.6,10.2
12/2/2022 18:00,Osaka,0,0,N,2.7,8.7
12/2/2022 18:00,Tokyo,0,0,NE,3.2,9.9
12/2/2022 19:00,Osaka,0,0,NE,2.6,8.2
12/2/2022 19:00,Tokyo,0,0,NE,2.9,8.9
12/2/2022 1:00,Osaka,0,0,N,2.3,8.1
12/2/2022 1:00,Tokyo,0,0,NNW,2.4,8.3
12/2/2022 20:00,Osaka,0,0,NE,2,7.2
12/2/2022 20:00,Tokyo,0,0,NE,3.2,8.6
12/2/2022 21:00,Osaka,0,0,NNE,1.5,7
12/2/2022 21:00,Tokyo,0,0,NNE,4.3,7.7
12/2/2022 22:00,Osaka,0,0,NE,0.9,6.2
12/2/2022 22:00,Tokyo,0,0,N,2.4,7.6
12/2/2022 23:00,Osaka,0,0,ESE,1.3,5.9
12/2/2022 23:00,Tokyo,0,0,N,1.9,6.3
12/2/2022 2:00,Osaka,0,0,NNW,2.1,7.5
12/2/2022 2:00,Tokyo,0,0,NW,2,8.4
12/2/2022 3:00,Osaka,0,0,N,1.6,7.5
12/2/2022 3:00,Tokyo,0,0,NNW,1.9,8.3
12/2/2022 4:00,Osaka,0,0,NE,1.2,6.5
12/2/2022 4:00,Tokyo,0,0,NNW,1.9,8.5
12/2/2022 5:00,Osaka,0,0,NNW,1.5,6.6
12/2/2022 5:00,Tokyo,0,0,NNW,1.9,8.8
12/2/2022 6:00,Osaka,0,0,W,1,7.2
12/2/2022 6:00,Tokyo,0,0,NNW,2.2,9.4
12/2/2022 7:00,Osaka,0,0.01,S,0.8,6.8
12/2/2022 7:00,Tokyo,0,0.01,NW,3.4,9.2
12/2/2022 8:00,Osaka,0,0.31,S,1.2,7.7
12/2/2022 8:00,Tokyo,0,0.14,N,2.9,8.7
12/2/2022 9:00,Osaka,0,0.76,NNW,2.8,8.7
12/2/2022 9:00,Tokyo,0,0.27,NNW,1.8,8.7
12/20/2022 0:00,Osaka,0,0,WSW,3.7,3.4
12/20/2022 0:00,Tokyo,0,0,WSW,1.4,2.9
12/20/2022 10:00,Osaka,0,1.35,WNW,0.8,5.1
12/20/2022 10:00,Tokyo,0,1.47,NE,1.6,6.7
12/20/2022 11:00,Osaka,0,1.83,SW,1.3,7.1
12/20/2022 11:00,Tokyo,0,1.81,NNW,1.3,8.7
12/20/2022 12:00,Osaka,0,1.89,W,2.7,8.7
12/20/2022 12:00,Tokyo,0,1.95,SE,1.2,9.1
12/20/2022 13:00,Osaka,0,2.06,WSW,3.4,8.5
12/20/2022 13:00,Tokyo,0,1.87,W,1.6,9.9
12/20/2022 14:00,Osaka,0,1.72,SW,3.6,8.9
12/20/2022 14:00,Tokyo,0,1.56,S,1.6,10.1
12/20/2022 15:00,Osaka,0,0.68,NNW,1.6,8.5
12/20/2022 15:00,Tokyo,0,1.06,SE,0.7,9.5
12/20/2022 16:00,Osaka,0,0.32,NW,1.6,8.2
12/20/2022 16:00,Tokyo,0,0.45,SSE,2.2,8.3
12/20/2022 17:00,Osaka,0,0.07,N,2,7.7
12/20/2022 17:00,Tokyo,0,0.04,SSW,2.7,6.8
12/20/2022 18:00,Osaka,0,0,NE,0.8,7.3
12/20/2022 18:00,Tokyo,0,0,S,3.2,6.6
12/20/2022 19:00,Osaka,0,0,NNE,0.3,6.5
12/20/2022 19:00,Tokyo,0,0,SSW,2.3,6.6
12/20/2022 1:00,Osaka,0,0,W,3.3,3.1
12/20/2022 1:00,Tokyo,0,0,W,1.6,2
12/20/2022 20:00,Osaka,0,0,N,1.6,6.2
12/20/2022 20:00,Tokyo,0,0,SSW,2.1,5.9
12/20/2022 21:00,Osaka,0,0,ESE,1.6,6.4
12/20/2022 21:00,Tokyo,0,0,WNW,2.6,5.9
12/20/2022 22:00,Osaka,0,0,SE,1.4,5
12/20/2022 22:00,Tokyo,0,0,WNW,1.2,5.1
12/20/2022 23:00,Osaka,0,0,tranquility,0.1,4.1
12/20/2022 23:00,Tokyo,0,0,NW,2.7,4.4
12/20/2022 2:00,Osaka,0,0,W,2.5,2.9
12/20/2022 2:00,Tokyo,0,0,NW,1.6,2.5
12/20/2022 3:00,Osaka,0,0,ENE,0.9,3
12/20/2022 3:00,Tokyo,0,0,NNW,1.7,2.9
12/20/2022 4:00,Osaka,0,0,ENE,0.9,3.1
12/20/2022 4:00,Tokyo,0,0,NW,1.1,1.7
12/20/2022 5:00,Osaka,0,0,NNE,1.2,1.5
12/20/2022 5:00,Tokyo,0,0,W,1.2,1.4
12/20/2022 6:00,Osaka,0,0,NNE,1,1.1
12/20/2022 6:00,Tokyo,0,0,N,2,1.8
12/20/2022 7:00,Osaka,0,0,ENE,0.5,1.1
12/20/2022 7:00,Tokyo,0,0.01,NW,1.9,2.2
12/20/2022 8:00,Osaka,0,0.2,NE,1.7,1.9
12/20/2022 8:00,Tokyo,0,0.31,NNE,0.9,2.7
12/20/2022 9:00,Osaka,0,0.79,ENE,1.1,3.4
12/20/2022 9:00,Tokyo,0,0.95,NE,1.7,5.5
12/21/2022 0:00,Osaka,0,0,S,1,4.1
12/21/2022 0:00,Tokyo,0,0,NW,2,3.7
12/21/2022 10:00,Osaka,0,1.03,N,2,4.8
12/21/2022 10:00,Tokyo,0,0.97,WNW,2.1,6.7
12/21/2022 11:00,Osaka,0,1.73,N,1.5,8
12/21/2022 11:00,Tokyo,0,1.47,NW,2.4,8.4
12/21/2022 12:00,Osaka,0,1.29,N,1.5,8
12/21/2022 12:00,Tokyo,0,1.14,NW,0.7,8.2
12/21/2022 13:00,Osaka,0,1.26,NNE,2.7,9.4
12/21/2022 13:00,Tokyo,0,0.69,W,1.4,8.8
12/21/2022 14:00,Osaka,0,1.51,NNE,2.2,10.7
12/21/2022 14:00,Tokyo,0,0.75,E,1,9.8
12/21/2022 15:00,Osaka,0,0.6,NNE,1.3,11.3
12/21/2022 15:00,Tokyo,0,0.57,SSE,2.3,9.5
12/21/2022 16:00,Osaka,0,0.16,E,2.5,11.6
12/21/2022 16:00,Tokyo,0,0.42,S,1.5,8.6
12/21/2022 17:00,Osaka,0,0.03,NE,3,10.5
12/21/2022 17:00,Tokyo,0,0.04,S,2.8,6.8
12/21/2022 18:00,Osaka,0,0,N,2.5,9.9
12/21/2022 18:00,Tokyo,0,0,S,1.4,7.5
12/21/2022 19:00,Osaka,0,0,NNE,3.3,8.7
12/21/2022 19:00,Tokyo,0,0,NNW,1.8,8.5
12/21/2022 1:00,Osaka,0,0,NW,0.9,3.2
12/21/2022 1:00,Tokyo,0,0,NNW,1.2,3.9
12/21/2022 20:00,Osaka,0,0,NNE,2.3,8.4
12/21/2022 20:00,Tokyo,0,0,NW,2.3,7.9
12/21/2022 21:00,Osaka,0,0,NNE,3.1,8.3
12/21/2022 21:00,Tokyo,0,0,NNW,1.3,7.8
12/21/2022 22:00,Osaka,0,0,N,3.2,8
12/21/2022 22:00,Tokyo,0,0,NNW,1.8,8.1
12/21/2022 23:00,Osaka,0.5,0,NNE,4.3,7.4
12/21/2022 23:00,Tokyo,0,0,NNE,1.1,6.4
12/21/2022 2:00,Osaka,0,0,N,1.6,2.5
12/21/2022 2:00,Tokyo,0,0,N,0.9,4.4
12/21/2022 3:00,Osaka,0,0,NNE,1.2,2.4
12/21/2022 3:00,Tokyo,0,0,NNW,1.8,4.6
12/21/2022 4:00,Osaka,0,0,N,1.1,1.8
12/21/2022 4:00,Tokyo,0,0,NW,2.7,3.8
12/21/2022 5:00,Osaka,0,0,N,1.9,1.6
12/21/2022 5:00,Tokyo,0,0,NW,1.2,3.3
12/21/2022 6:00,Osaka,0,0,N,2.5,1.5
12/21/2022 6:00,Tokyo,0,0,N,1.8,2.9
12/21/2022 7:00,Osaka,0,0,NNE,1.6,1.7
12/21/2022 7:00,Tokyo,0,0.01,NW,1.7,3.7
12/21/2022 8:00,Osaka,0,0.09,NNE,1.6,2.2
12/21/2022 8:00,Tokyo,0,0.18,NNW,1.7,4.4
12/21/2022 9:00,Osaka,0,0.33,N,1.7,3.2
12/21/2022 9:00,Tokyo,0,0.49,NW,1,5.5
12/22/2022 0:00,Osaka,0.5,0,NNE,3.5,7.2
12/22/2022 0:00,Tokyo,0,0,NW,0.7,6.4
12/22/2022 10:00,Osaka,0,0.91,WSW,3.5,11
12/22/2022 10:00,Tokyo,1,0.12,NW,4.6,5.3
12/22/2022 11:00,Osaka,0,1.14,SW,3.8,11.1
12/22/2022 11:00,Tokyo,2.5,0.16,NW,3.6,5.9
12/22/2022 12:00,Osaka,0,0.63,WSW,5.9,10.1
12/22/2022 12:00,Tokyo,1,0.34,NNW,1.7,7.2
12/22/2022 13:00,Osaka,0,0.5,WSW,3.9,9.8
12/22/2022 13:00,Tokyo,0,0.91,NW,2.9,9
12/22/2022 14:00,Osaka,0,0.74,WSW,3.8,9.8
12/22/2022 14:00,Tokyo,0,0.44,WNW,1.3,9.7
12/22/2022 15:00,Osaka,0,1.07,WSW,4.5,10.1
12/22/2022 15:00,Tokyo,0,0.88,SSE,1.3,10.4
12/22/2022 16:00,Osaka,0,0.78,WSW,5.3,9.1
12/22/2022 16:00,Tokyo,0,0.27,S,1.7,9.8
12/22/2022 17:00,Osaka,0,0.17,NNW,3.5,8.1
12/22/2022 17:00,Tokyo,0,0.03,SSE,2.8,9.3
12/22/2022 18:00,Osaka,0,0,NW,1,7.4
12/22/2022 18:00,Tokyo,0,0,SSE,3.5,9.3
12/22/2022 19:00,Osaka,0,0,W,2.6,7.1
12/22/2022 19:00,Tokyo,0,0,W,5.3,9.5
